郑州大学,8381
河南理工大学,7765
河南科技大学,7666
海南大学,7541
安徽职业技术学院,7498
广东海洋大学,7295
山东财经大学,6937
济南大学,6800
金华职业技术学院,6706
安徽农业大学,6702
