上海,18843
云南,109332
内蒙古,102775
北京,36808
吉林,90567
四川,265558
天津,43250
宁夏,42387
安徽,386581
山东,324319
山西,163691
广东,376587
广西,165459
新疆,51174
江苏,205447
江西,102093
河北,198091
河南,332123
浙江,220978
海南,39534
湖北,217966
湖南,190281
甘肃,108593
福建,108634
贵州,176843
辽宁,115148
重庆,115721
陕西,164403
青海,21302
黑龙江,119116
