580153,乐器制造技术,1
100405TK,全球健康学,1
600202,大气探测技术,1
010103K,宗教学,1
540505,煤质分析技术,2
540311S,矿山安全技术与监察,2
660217,儿童康复,2
650305,科技成果中介服务,2
680111,森林消防(森林防火指挥与通讯),2
540304,固体矿床露天开采技术(只招男生),2
